FieldID	TRAIT_OF_INTEREST	EXCLUDED_NEALE	CAT_MULT_INDICATOR_FIELDS	CAT_SINGLE_TO_CAT_MULT	DATA_CODING	Path	Category	Field	Participants	Items	Stability	ValueType	Units	ItemType	Strata	Sexed	Instances	Array	Coding	Notes	Link	EXCLUDED_PHARMA	EXCLUDED
25106						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in genu of corpus callosum on FA skeleton	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in genu of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25106		
25107						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in body of corpus callosum on FA skeleton	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in body of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25107		
25108						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in splenium of corpus callosum on FA skeleton	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in splenium of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25108		
25109						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in fornix on FA skeleton	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in fornix on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25109		
25110						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in corticospinal tract on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in corticospinal tract (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25110		
25111						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in corticospinal tract on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in corticospinal tract (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25111		
25112						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in medial lemniscus on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in medial lemniscus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25112		
25113						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in medial lemniscus on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in medial lemniscus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25113		
25114						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in inferior cerebellar peduncle on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in inferior cerebellar peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25114		
25115						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in inferior cerebellar peduncle on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in inferior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25115		
25116						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in superior cerebellar peduncle on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in superior cerebellar peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25116		
25117						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in superior cerebellar peduncle on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in superior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25117		
25118						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in cerebral peduncle on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in cerebral peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25118		
25119						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in cerebral peduncle on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in cerebral peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25119		
25120						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in anterior limb of internal capsule on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in anterior limb of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25120		
25121						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in anterior limb of internal capsule on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in anterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25121		
25122						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in posterior limb of internal capsule on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in posterior limb of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25122		
25123						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in posterior limb of internal capsule on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in posterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25123		
25124						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in retrolenticular part of internal capsule on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in retrolenticular part of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25124		
25125						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in retrolenticular part of internal capsule on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in retrolenticular part of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25125		
25126						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in anterior corona radiata on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in anterior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25126		
25127						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in anterior corona radiata on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in anterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25127		
25128						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in superior corona radiata on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in superior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25128		
25129						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in superior corona radiata on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in superior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25129		
25130						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in posterior corona radiata on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in posterior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25130		
25131						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in posterior corona radiata on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in posterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25131		
25132						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in posterior thalamic radiation on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in posterior thalamic radiation (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25132		
25133						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in posterior thalamic radiation on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in posterior thalamic radiation (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25133		
25134						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in sagittal stratum on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in sagittal stratum (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25134		
25135						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in sagittal stratum on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in sagittal stratum (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25135		
25136						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in external capsule on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in external capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25136		
25137						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in external capsule on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in external capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25137		
25138						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in cingulum cingulate gyrus on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in cingulum cingulate gyrus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25138		
25139						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in cingulum cingulate gyrus on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in cingulum cingulate gyrus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25139		
25140						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in cingulum hippocampus on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in cingulum hippocampus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25140		
25141						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in cingulum hippocampus on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in cingulum hippocampus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25141		
25142						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in fornix cres+stria terminalis on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in fornix cres+stria terminalis (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25142		
25143						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in fornix cres+stria terminalis on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in fornix cres+stria terminalis (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25143		
25144						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in superior longitudinal fasciculus on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in superior longitudinal fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25144		
25145						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in superior longitudinal fasciculus on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in superior longitudinal fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25145		
25146						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in superior fronto-occipital fasciculus on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in superior fronto-occipital fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25146		
25147						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in superior fronto-occipital fasciculus on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in superior fronto-occipital fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25147		
25148						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in uncinate fasciculus on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in uncinate fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25148		
25149						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in uncinate fasciculus on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in uncinate fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25149		
25150						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in tapetum on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in tapetum (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25150		
25151						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MD in tapetum on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MD (mean diffusivity) in tapetum (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25151		
25152						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in middle cerebellar peduncle on FA skeleton	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in middle cerebellar peduncle on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25152		
25153						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in pontine crossing tract on FA skeleton	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in pontine crossing tract on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25153		
25154						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in genu of corpus callosum on FA skeleton	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in genu of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25154		
25155						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in body of corpus callosum on FA skeleton	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in body of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25155		
25156						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in splenium of corpus callosum on FA skeleton	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in splenium of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25156		
25157						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in fornix on FA skeleton	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in fornix on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25157		
25158						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in corticospinal tract on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in corticospinal tract (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25158		
25159						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in corticospinal tract on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in corticospinal tract (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25159		
25160						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in medial lemniscus on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in medial lemniscus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25160		
25161						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in medial lemniscus on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in medial lemniscus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25161		
25162						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in inferior cerebellar peduncle on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in inferior cerebellar peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25162		
25163						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in inferior cerebellar peduncle on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in inferior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25163		
25164						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in superior cerebellar peduncle on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in superior cerebellar peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25164		
25165						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in superior cerebellar peduncle on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in superior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25165		
25166						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in cerebral peduncle on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in cerebral peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25166		
25167						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in cerebral peduncle on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in cerebral peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25167		
25168						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in anterior limb of internal capsule on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in anterior limb of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25168		
25169						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in anterior limb of internal capsule on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in anterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25169		
25170						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in posterior limb of internal capsule on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in posterior limb of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25170		
25171						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in posterior limb of internal capsule on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in posterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25171		
25172						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in retrolenticular part of internal capsule on FA skeleton (right)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in retrolenticular part of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25172		
25173						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton	134	Mean MO in retrolenticular part of internal capsule on FA skeleton (left)	19395	19395	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Mean MO (diffusion tensor mode) in retrolenticular part of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25173		
