FieldID	TRAIT_OF_INTEREST	EXCLUDED	CAT_MULT_INDICATOR_FIELDS	CAT_SINGLE_TO_CAT_MULT	DATA_CODING	Path	Category	Field	Participants	Items	Stability	ValueType	Units	ItemType	Strata	Sexed	Instances	Array	Coding	Notes	Link
25631						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean L3 in tract corticospinal tract (left)	19393	19393	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean L3 in tract left corticospinal tract (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25631
25632						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean L3 in tract corticospinal tract (right)	19393	19393	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean L3 in tract right corticospinal tract (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25632
25633						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean L3 in tract forceps major	19393	19393	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean L3 in tract forceps major (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25633
25634						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean L3 in tract forceps minor	19393	19393	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean L3 in tract forceps minor (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25634
25635						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean L3 in tract inferior fronto-occipital fasciculus (left)	19393	19393	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean L3 in tract left inferior fronto-occipital fasciculus (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25635
25636						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean L3 in tract inferior fronto-occipital fasciculus (right)	19393	19393	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean L3 in tract right inferior fronto-occipital fasciculus (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25636
25637						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean L3 in tract inferior longitudinal fasciculus (left)	19393	19393	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean L3 in tract left inferior longitudinal fasciculus (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25637
25638						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean L3 in tract inferior longitudinal fasciculus (right)	19393	19393	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean L3 in tract right inferior longitudinal fasciculus (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25638
25639						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean L3 in tract middle cerebellar peduncle	19393	19393	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean L3 in tract middle cerebellar peduncle (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25639
25640						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean L3 in tract medial lemniscus (left)	19393	19393	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean L3 in tract left medial lemniscus (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25640
25641						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean L3 in tract medial lemniscus (right)	19393	19393	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean L3 in tract right medial lemniscus (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25641
25642						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean L3 in tract posterior thalamic radiation (left)	19393	19393	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean L3 in tract left posterior thalamic radiation (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25642
25643						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean L3 in tract posterior thalamic radiation (right)	19393	19393	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean L3 in tract right posterior thalamic radiation (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25643
25644						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean L3 in tract superior longitudinal fasciculus (left)	19393	19393	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean L3 in tract left superior longitudinal fasciculus (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25644
25645						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean L3 in tract superior longitudinal fasciculus (right)	19393	19393	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean L3 in tract right superior longitudinal fasciculus (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25645
25646						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean L3 in tract superior thalamic radiation (left)	19393	19393	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean L3 in tract left superior thalamic radiation (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25646
25647						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean L3 in tract superior thalamic radiation (right)	19393	19393	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean L3 in tract right superior thalamic radiation (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25647
25648						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean L3 in tract uncinate fasciculus (left)	19393	19393	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean L3 in tract left uncinate fasciculus (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25648
25649						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean L3 in tract uncinate fasciculus (right)	19393	19393	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean L3 in tract right uncinate fasciculus (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25649
25650						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean ICVF in tract acoustic radiation (left)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean ICVF (intra-cellular volume fraction) in tract left acoustic radiation (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25650
25651						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean ICVF in tract acoustic radiation (right)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean ICVF (intra-cellular volume fraction) in tract right acoustic radiation (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25651
25652						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean ICVF in tract anterior thalamic radiation (left)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean ICVF (intra-cellular volume fraction) in tract left anterior thalamic radiation (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25652
25653						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean ICVF in tract anterior thalamic radiation (right)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean ICVF (intra-cellular volume fraction) in tract right anterior thalamic radiation (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25653
25654						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean ICVF in tract cingulate gyrus part of cingulum (left)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean ICVF (intra-cellular volume fraction) in tract left cingulate gyrus part of cingulum (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25654
25655						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean ICVF in tract cingulate gyrus part of cingulum (right)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean ICVF (intra-cellular volume fraction) in tract right cingulate gyrus part of cingulum (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25655
25656						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean ICVF in tract parahippocampal part of cingulum (left)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean ICVF (intra-cellular volume fraction) in tract left parahippocampal part of cingulum (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25656
25657						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean ICVF in tract parahippocampal part of cingulum (right)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean ICVF (intra-cellular volume fraction) in tract right parahippocampal part of cingulum (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25657
25658						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean ICVF in tract corticospinal tract (left)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean ICVF (intra-cellular volume fraction) in tract left corticospinal tract (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25658
25659						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean ICVF in tract corticospinal tract (right)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean ICVF (intra-cellular volume fraction) in tract right corticospinal tract (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25659
25660						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean ICVF in tract forceps major	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean ICVF (intra-cellular volume fraction) in tract forceps major (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25660
25661						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean ICVF in tract forceps minor	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean ICVF (intra-cellular volume fraction) in tract forceps minor (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25661
25662						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean ICVF in tract inferior fronto-occipital fasciculus (left)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean ICVF (intra-cellular volume fraction) in tract left inferior fronto-occipital fasciculus (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25662
25663						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean ICVF in tract inferior fronto-occipital fasciculus (right)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean ICVF (intra-cellular volume fraction) in tract right inferior fronto-occipital fasciculus (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25663
25664						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean ICVF in tract inferior longitudinal fasciculus (left)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean ICVF (intra-cellular volume fraction) in tract left inferior longitudinal fasciculus (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25664
25665						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean ICVF in tract inferior longitudinal fasciculus (right)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean ICVF (intra-cellular volume fraction) in tract right inferior longitudinal fasciculus (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25665
25666						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean ICVF in tract middle cerebellar peduncle	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean ICVF (intra-cellular volume fraction) in tract middle cerebellar peduncle (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25666
25667						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean ICVF in tract medial lemniscus (left)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean ICVF (intra-cellular volume fraction) in tract left medial lemniscus (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25667
25668						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean ICVF in tract medial lemniscus (right)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean ICVF (intra-cellular volume fraction) in tract right medial lemniscus (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25668
25669						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean ICVF in tract posterior thalamic radiation (left)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean ICVF (intra-cellular volume fraction) in tract left posterior thalamic radiation (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25669
25670						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean ICVF in tract posterior thalamic radiation (right)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean ICVF (intra-cellular volume fraction) in tract right posterior thalamic radiation (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25670
25671						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean ICVF in tract superior longitudinal fasciculus (left)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean ICVF (intra-cellular volume fraction) in tract left superior longitudinal fasciculus (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25671
25672						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean ICVF in tract superior longitudinal fasciculus (right)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean ICVF (intra-cellular volume fraction) in tract right superior longitudinal fasciculus (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25672
25673						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean ICVF in tract superior thalamic radiation (left)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean ICVF (intra-cellular volume fraction) in tract left superior thalamic radiation (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25673
25674						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean ICVF in tract superior thalamic radiation (right)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean ICVF (intra-cellular volume fraction) in tract right superior thalamic radiation (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25674
25675						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean ICVF in tract uncinate fasciculus (left)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean ICVF (intra-cellular volume fraction) in tract left uncinate fasciculus (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25675
25676						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean ICVF in tract uncinate fasciculus (right)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean ICVF (intra-cellular volume fraction) in tract right uncinate fasciculus (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25676
25677						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean OD in tract acoustic radiation (left)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean OD (orientation dispersion index) in tract left acoustic radiation (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25677
25678						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean OD in tract acoustic radiation (right)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean OD (orientation dispersion index) in tract right acoustic radiation (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25678
25679						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean OD in tract anterior thalamic radiation (left)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean OD (orientation dispersion index) in tract left anterior thalamic radiation (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25679
25680						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean OD in tract anterior thalamic radiation (right)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean OD (orientation dispersion index) in tract right anterior thalamic radiation (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25680
25681						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean OD in tract cingulate gyrus part of cingulum (left)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean OD (orientation dispersion index) in tract left cingulate gyrus part of cingulum (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25681
25682						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean OD in tract cingulate gyrus part of cingulum (right)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean OD (orientation dispersion index) in tract right cingulate gyrus part of cingulum (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25682
25683						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean OD in tract parahippocampal part of cingulum (left)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean OD (orientation dispersion index) in tract left parahippocampal part of cingulum (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25683
25684						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean OD in tract parahippocampal part of cingulum (right)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean OD (orientation dispersion index) in tract right parahippocampal part of cingulum (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25684
25685						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean OD in tract corticospinal tract (left)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean OD (orientation dispersion index) in tract left corticospinal tract (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25685
25686						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean OD in tract corticospinal tract (right)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean OD (orientation dispersion index) in tract right corticospinal tract (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25686
25687						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean OD in tract forceps major	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean OD (orientation dispersion index) in tract forceps major (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25687
25688						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean OD in tract forceps minor	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean OD (orientation dispersion index) in tract forceps minor (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25688
25689						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean OD in tract inferior fronto-occipital fasciculus (left)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean OD (orientation dispersion index) in tract left inferior fronto-occipital fasciculus (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25689
25690						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean OD in tract inferior fronto-occipital fasciculus (right)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean OD (orientation dispersion index) in tract right inferior fronto-occipital fasciculus (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25690
25691						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean OD in tract inferior longitudinal fasciculus (left)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean OD (orientation dispersion index) in tract left inferior longitudinal fasciculus (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25691
25692						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean OD in tract inferior longitudinal fasciculus (right)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean OD (orientation dispersion index) in tract right inferior longitudinal fasciculus (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25692
25693						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean OD in tract middle cerebellar peduncle	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean OD (orientation dispersion index) in tract middle cerebellar peduncle (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25693
25694						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean OD in tract medial lemniscus (left)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean OD (orientation dispersion index) in tract left medial lemniscus (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25694
25695						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean OD in tract medial lemniscus (right)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean OD (orientation dispersion index) in tract right medial lemniscus (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25695
25696						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean OD in tract posterior thalamic radiation (left)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean OD (orientation dispersion index) in tract left posterior thalamic radiation (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25696
25697						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean OD in tract posterior thalamic radiation (right)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean OD (orientation dispersion index) in tract right posterior thalamic radiation (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25697
25698						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean OD in tract superior longitudinal fasciculus (left)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean OD (orientation dispersion index) in tract left superior longitudinal fasciculus (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25698
25699						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean OD in tract superior longitudinal fasciculus (right)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean OD (orientation dispersion index) in tract right superior longitudinal fasciculus (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25699
25700						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean OD in tract superior thalamic radiation (left)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean OD (orientation dispersion index) in tract left superior thalamic radiation (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25700
25701						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean OD in tract superior thalamic radiation (right)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean OD (orientation dispersion index) in tract right superior thalamic radiation (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25701
25702						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean OD in tract uncinate fasciculus (left)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean OD (orientation dispersion index) in tract left uncinate fasciculus (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25702
25703						UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means	135	Weighted-mean OD in tract uncinate fasciculus (right)	19392	19392	Accruing	Continuous	AU	Data	Derived	Unisex	1	1		Weighted-mean OD (orientation dispersion index) in tract right uncinate fasciculus (from dMRI data)	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25703
